Site Name,Measure Names,Date Time,Measure Values
Confluence,"fChl, water, in situ, ug/l",6/17/2024 9:00:00 AM,1.625
Confluence,"fChl, water, in situ, ug/l",6/17/2024 8:45:00 AM,1.525
Confluence,"fChl, water, in situ, ug/l",6/17/2024 8:30:00 AM,1.51
Confluence,"fChl, water, in situ, ug/l",6/17/2024 8:15:00 AM,1.485
Confluence,"fChl, water, in situ, ug/l",6/17/2024 8:00:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/17/2024 7:45:00 AM,1.46
Confluence,"fChl, water, in situ, ug/l",6/17/2024 7:30:00 AM,1.4
Confluence,"fChl, water, in situ, ug/l",6/17/2024 7:15:00 AM,1.27
Confluence,"fChl, water, in situ, ug/l",6/17/2024 7:00:00 AM,1.355
Confluence,"fChl, water, in situ, ug/l",6/17/2024 6:45:00 AM,1.33
Confluence,"fChl, water, in situ, ug/l",6/17/2024 6:30:00 AM,1.29
Confluence,"fChl, water, in situ, ug/l",6/17/2024 6:15:00 AM,1.465
Confluence,"fChl, water, in situ, ug/l",6/17/2024 6:00:00 AM,1.36
Confluence,"fChl, water, in situ, ug/l",6/17/2024 5:45:00 AM,1.305
Confluence,"fChl, water, in situ, ug/l",6/17/2024 5:30:00 AM,1.365
Confluence,"fChl, water, in situ, ug/l",6/17/2024 5:15:00 AM,1.31
Confluence,"fChl, water, in situ, ug/l",6/17/2024 5:00:00 AM,1.26
Confluence,"fChl, water, in situ, ug/l",6/17/2024 4:45:00 AM,1.05
Confluence,"fChl, water, in situ, ug/l",6/17/2024 4:30:00 AM,1.09
Confluence,"fChl, water, in situ, ug/l",6/17/2024 4:15:00 AM,0.965
Confluence,"fChl, water, in situ, ug/l",6/17/2024 4:00:00 AM,0.965
Confluence,"fChl, water, in situ, ug/l",6/17/2024 3:45:00 AM,0.84
Confluence,"fChl, water, in situ, ug/l",6/17/2024 3:30:00 AM,0.805
Confluence,"fChl, water, in situ, ug/l",6/17/2024 3:15:00 AM,0.79
Confluence,"fChl, water, in situ, ug/l",6/17/2024 3:00:00 AM,0.67
Confluence,"fChl, water, in situ, ug/l",6/17/2024 2:45:00 AM,0.69
Confluence,"fChl, water, in situ, ug/l",6/17/2024 2:30:00 AM,0.7
Confluence,"fChl, water, in situ, ug/l",6/17/2024 2:15:00 AM,0.735
Confluence,"fChl, water, in situ, ug/l",6/17/2024 2:00:00 AM,0.815
Confluence,"fChl, water, in situ, ug/l",6/17/2024 1:45:00 AM,0.84
Confluence,"fChl, water, in situ, ug/l",6/17/2024 1:30:00 AM,0.91
Confluence,"fChl, water, in situ, ug/l",6/17/2024 1:15:00 AM,0.85
Confluence,"fChl, water, in situ, ug/l",6/17/2024 1:00:00 AM,0.865
Confluence,"fChl, water, in situ, ug/l",6/17/2024 12:45:00 AM,0.795
Confluence,"fChl, water, in situ, ug/l",6/17/2024 12:30:00 AM,0.775
Confluence,"fChl, water, in situ, ug/l",6/17/2024 12:15:00 AM,0.885
Confluence,"fChl, water, in situ, ug/l",6/17/2024 12:00:00 AM,0.985
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:45:00 PM,1.035
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:30:00 PM,1.105
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:15:00 PM,1.09
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:00:00 PM,1.08
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:45:00 PM,1.13
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:30:00 PM,1.23
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:15:00 PM,1.21
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:00:00 PM,1.41
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:45:00 PM,1.535
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:30:00 PM,1.575
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:15:00 PM,1.51
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:00:00 PM,1.425
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:45:00 PM,1.38
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:30:00 PM,1.5
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:15:00 PM,1.43
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:00:00 PM,1.45
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:45:00 PM,1.545
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:30:00 PM,1.565
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:15:00 PM,1.495
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:00:00 PM,1.56
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:45:00 PM,1.52
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:30:00 PM,1.49
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:15:00 PM,1.45
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:00:00 PM,1.595
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:45:00 PM,1.6
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:30:00 PM,1.42
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:15:00 PM,1.34
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:00:00 PM,1.33
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:45:00 PM,1.28
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:30:00 PM,1.31
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:15:00 PM,1.41
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:00:00 PM,1.41
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:45:00 PM,1.39
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:30:00 PM,1.37
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:15:00 PM,1.415
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:00:00 PM,1.425
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:45:00 PM,1.435
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:30:00 PM,1.33
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:15:00 PM,1.34
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:00:00 PM,1.46
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:45:00 PM,1.245
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:30:00 PM,1.255
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:15:00 PM,1.35
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:00:00 PM,1.37
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:45:00 PM,1.405
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:30:00 PM,1.28
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:15:00 PM,1.245
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:00:00 PM,1.445
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:45:00 AM,1.395
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:30:00 AM,1.38
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:15:00 AM,1.495
Confluence,"fChl, water, in situ, ug/l",6/16/2024 11:00:00 AM,1.495
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:45:00 AM,1.41
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:30:00 AM,1.465
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:15:00 AM,1.57
Confluence,"fChl, water, in situ, ug/l",6/16/2024 10:00:00 AM,1.43
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:45:00 AM,1.39
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:30:00 AM,1.485
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:15:00 AM,1.465
Confluence,"fChl, water, in situ, ug/l",6/16/2024 9:00:00 AM,1.49
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:45:00 AM,1.52
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:30:00 AM,1.575
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:15:00 AM,1.645
Confluence,"fChl, water, in situ, ug/l",6/16/2024 8:00:00 AM,1.665
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:45:00 AM,1.48
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:30:00 AM,1.68
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:15:00 AM,1.695
Confluence,"fChl, water, in situ, ug/l",6/16/2024 7:00:00 AM,1.68
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:45:00 AM,1.62
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:30:00 AM,1.655
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:15:00 AM,1.57
Confluence,"fChl, water, in situ, ug/l",6/16/2024 6:00:00 AM,1.625
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:45:00 AM,1.615
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:30:00 AM,1.51
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:15:00 AM,1.66
Confluence,"fChl, water, in situ, ug/l",6/16/2024 5:00:00 AM,1.62
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:45:00 AM,1.385
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:30:00 AM,1.42
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:15:00 AM,1.31
Confluence,"fChl, water, in situ, ug/l",6/16/2024 4:00:00 AM,1.09
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:45:00 AM,1.08
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:30:00 AM,0.885
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:15:00 AM,0.81
Confluence,"fChl, water, in situ, ug/l",6/16/2024 3:00:00 AM,0.935
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:45:00 AM,0.97
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:30:00 AM,0.99
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:15:00 AM,1.06
Confluence,"fChl, water, in situ, ug/l",6/16/2024 2:00:00 AM,0.95
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:45:00 AM,0.99
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:30:00 AM,1.03
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:15:00 AM,1.075
Confluence,"fChl, water, in situ, ug/l",6/16/2024 1:00:00 AM,1.025
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:45:00 AM,1.12
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:30:00 AM,0.935
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:15:00 AM,1.09
Confluence,"fChl, water, in situ, ug/l",6/16/2024 12:00:00 AM,0.83
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:45:00 PM,1.15
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:30:00 PM,1.195
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:15:00 PM,1.18
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:00:00 PM,1.39
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:45:00 PM,1.52
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:30:00 PM,1.56
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:15:00 PM,1.57
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:00:00 PM,2.05
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:45:00 PM,1.715
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:30:00 PM,1.7
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:15:00 PM,1.765
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:00:00 PM,1.93
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:45:00 PM,2
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:30:00 PM,1.91
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:15:00 PM,1.95
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:00:00 PM,1.95
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:45:00 PM,1.945
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:30:00 PM,1.93
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:15:00 PM,1.785
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:00:00 PM,1.805
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:45:00 PM,1.7
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:30:00 PM,1.655
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:15:00 PM,1.75
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:00:00 PM,1.82
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:45:00 PM,1.84
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:30:00 PM,1.85
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:15:00 PM,1.79
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:00:00 PM,1.71
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:45:00 PM,1.84
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:30:00 PM,1.755
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:15:00 PM,1.84
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:00:00 PM,1.86
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:45:00 PM,1.645
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:30:00 PM,1.62
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:15:00 PM,1.515
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:00:00 PM,1.555
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:45:00 PM,1.4
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:30:00 PM,1.68
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:15:00 PM,1.525
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:00:00 PM,1.46
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:45:00 PM,1.615
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:30:00 PM,1.57
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:15:00 PM,1.57
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:00:00 PM,1.41
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:45:00 PM,1.295
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:30:00 PM,1.29
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:15:00 PM,1.44
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:00:00 PM,1.405
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:45:00 AM,1.435
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:30:00 AM,1.42
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:15:00 AM,1.385
Confluence,"fChl, water, in situ, ug/l",6/15/2024 11:00:00 AM,1.44
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:45:00 AM,1.51
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:30:00 AM,1.475
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:15:00 AM,1.385
Confluence,"fChl, water, in situ, ug/l",6/15/2024 10:00:00 AM,1.49
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:45:00 AM,1.485
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:30:00 AM,1.48
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:15:00 AM,1.535
Confluence,"fChl, water, in situ, ug/l",6/15/2024 9:00:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:45:00 AM,1.495
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:30:00 AM,1.49
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:15:00 AM,1.395
Confluence,"fChl, water, in situ, ug/l",6/15/2024 8:00:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:45:00 AM,1.505
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:30:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:15:00 AM,1.6
Confluence,"fChl, water, in situ, ug/l",6/15/2024 7:00:00 AM,1.6
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:45:00 AM,1.68
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:30:00 AM,1.705
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:15:00 AM,1.81
Confluence,"fChl, water, in situ, ug/l",6/15/2024 6:00:00 AM,1.68
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:45:00 AM,1.73
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:30:00 AM,1.82
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:15:00 AM,1.735
Confluence,"fChl, water, in situ, ug/l",6/15/2024 5:00:00 AM,1.815
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:45:00 AM,1.74
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:30:00 AM,1.62
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:15:00 AM,1.515
Confluence,"fChl, water, in situ, ug/l",6/15/2024 4:00:00 AM,1.47
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:45:00 AM,1.36
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:30:00 AM,1.31
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:15:00 AM,1.2
Confluence,"fChl, water, in situ, ug/l",6/15/2024 3:00:00 AM,1.085
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:45:00 AM,0.96
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:30:00 AM,1.02
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:15:00 AM,0.98
Confluence,"fChl, water, in situ, ug/l",6/15/2024 2:00:00 AM,1.045
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:45:00 AM,1.08
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:30:00 AM,1.145
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:15:00 AM,1.005
Confluence,"fChl, water, in situ, ug/l",6/15/2024 1:00:00 AM,1.03
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:45:00 AM,0.97
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:30:00 AM,1.145
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:15:00 AM,1.12
Confluence,"fChl, water, in situ, ug/l",6/15/2024 12:00:00 AM,1.105
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:45:00 PM,1.065
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:30:00 PM,1.07
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:15:00 PM,1.2
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:00:00 PM,1.25
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:45:00 PM,1.345
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:30:00 PM,1.37
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:15:00 PM,1.445
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:00:00 PM,1.605
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:45:00 PM,2.05
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:30:00 PM,1.845
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:15:00 PM,1.795
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:00:00 PM,1.87
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:45:00 PM,1.88
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:30:00 PM,1.76
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:15:00 PM,1.825
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:00:00 PM,1.92
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:45:00 PM,1.85
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:30:00 PM,1.82
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:15:00 PM,1.94
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:00:00 PM,1.9
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:45:00 PM,1.83
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:30:00 PM,1.785
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:15:00 PM,1.71
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:00:00 PM,1.725
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:45:00 PM,1.65
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:30:00 PM,1.675
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:15:00 PM,1.73
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:00:00 PM,1.75
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:45:00 PM,1.84
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:30:00 PM,1.83
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:15:00 PM,1.83
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:00:00 PM,1.8
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:45:00 PM,1.78
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:30:00 PM,1.8
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:15:00 PM,1.84
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:00:00 PM,1.74
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:45:00 PM,1.715
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:30:00 PM,1.71
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:15:00 PM,1.615
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:00:00 PM,1.505
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:45:00 PM,1.385
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:30:00 PM,1.49
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:15:00 PM,1.415
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:00:00 PM,1.535
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:45:00 PM,1.27
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:30:00 PM,1.255
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:15:00 PM,1.32
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:00:00 PM,1.345
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:45:00 AM,1.34
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:30:00 AM,1.315
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:15:00 AM,1.25
Confluence,"fChl, water, in situ, ug/l",6/14/2024 11:00:00 AM,1.275
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:45:00 AM,1.29
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:30:00 AM,1.35
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:15:00 AM,1.365
Confluence,"fChl, water, in situ, ug/l",6/14/2024 10:00:00 AM,1.325
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:45:00 AM,1.26
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:30:00 AM,1.33
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:15:00 AM,1.28
Confluence,"fChl, water, in situ, ug/l",6/14/2024 9:00:00 AM,1.305
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:45:00 AM,1.315
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:30:00 AM,1.35
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:15:00 AM,1.4
Confluence,"fChl, water, in situ, ug/l",6/14/2024 8:00:00 AM,1.455
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:45:00 AM,1.375
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:30:00 AM,1.43
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:15:00 AM,1.52
Confluence,"fChl, water, in situ, ug/l",6/14/2024 7:00:00 AM,1.35
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:45:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:30:00 AM,1.54
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:15:00 AM,1.53
Confluence,"fChl, water, in situ, ug/l",6/14/2024 6:00:00 AM,1.48
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:45:00 AM,1.34
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:30:00 AM,1.655
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:15:00 AM,1.48
Confluence,"fChl, water, in situ, ug/l",6/14/2024 5:00:00 AM,1.5
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:45:00 AM,1.46
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:30:00 AM,1.46
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:15:00 AM,1.38
Confluence,"fChl, water, in situ, ug/l",6/14/2024 4:00:00 AM,1.22
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:45:00 AM,1.205
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:30:00 AM,1.155
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:15:00 AM,1.13
Confluence,"fChl, water, in situ, ug/l",6/14/2024 3:00:00 AM,1.17
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:45:00 AM,1.2
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:30:00 AM,1.15
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:15:00 AM,1.12
Confluence,"fChl, water, in situ, ug/l",6/14/2024 2:00:00 AM,1.01
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:45:00 AM,0.96
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:30:00 AM,1.06
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:15:00 AM,1.05
Confluence,"fChl, water, in situ, ug/l",6/14/2024 1:00:00 AM,1.195
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:45:00 AM,1.21
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:30:00 AM,1.045
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:15:00 AM,1.025
Confluence,"fChl, water, in situ, ug/l",6/14/2024 12:00:00 AM,1.025
Confluence,"fChl, water, in situ, ug/l",6/13/2024 11:45:00 PM,1.11
Confluence,"fChl, water, in situ, ug/l",6/13/2024 11:30:00 PM,1.08
Confluence,"fChl, water, in situ, ug/l",6/13/2024 11:15:00 PM,1.075
Confluence,"fChl, water, in situ, ug/l",6/13/2024 11:00:00 PM,1.02
Confluence,"fChl, water, in situ, ug/l",6/13/2024 10:45:00 PM,1.255
Confluence,"fChl, water, in situ, ug/l",6/13/2024 10:30:00 PM,1.26
Confluence,"fChl, water, in situ, ug/l",6/13/2024 10:15:00 PM,1.24
Confluence,"fChl, water, in situ, ug/l",6/13/2024 10:00:00 PM,1.35
Confluence,"fChl, water, in situ, ug/l",6/13/2024 9:45:00 PM,1.325
Confluence,"fChl, water, in situ, ug/l",6/13/2024 9:30:00 PM,1.41
Confluence,"fChl, water, in situ, ug/l",6/13/2024 9:15:00 PM,1.895
Confluence,"fChl, water, in situ, ug/l",6/13/2024 9:00:00 PM,1.77
Confluence,"fChl, water, in situ, ug/l",6/13/2024 8:45:00 PM,1.74
Confluence,"fChl, water, in situ, ug/l",6/13/2024 8:30:00 PM,1.67
Confluence,"fChl, water, in situ, ug/l",6/13/2024 8:15:00 PM,1.69
